GENUS.SPECIES,DORMANCY.CLASS
Randia dumetorum,ND
Randia dumetorum,PD
Randia scortechinii,PD
Ranunculus auricomus,MPD
Ranunculus californicus,MPD
Ranunculus ficaria,MPD
Ranunculus lingua,MPD
Ranunculus longicaulis,MPD
Ranunculus mauiensis,MPD
Ranunculus muricatus,MPD
Ranunculus occidentalis,MPD
Ranunculus orthorhynchus,MPD
Ranunculus repens,MPD
Ranunculus sceleratus,MPD
Ranunculus sceleratus,PD
Ranunculus tanguticus,MPD
Ranunculus testiculatus,MPD
Rapanea ferruginea,PD
Rapanea guianensis,PD
Rapanea neriifolia,ND
Rapanea wightiana,PD
Raphanus raphanistrum,PD
Raphia hookeri,MPD
Rapistrum rugosum,PD
Rapistrum rugosum,PD
Ratibida columinifera,PD
Ratibida pinnata,PD
Ratibida pinnata,PD
Rauvolfia sandwicensis,PD
Rauvolfia sellowii,PD
Rauvolfia serpentina,PD
Rauwolfia vomitoria,ND
Rauwolfia vomitoria,PD
Ravenea dransfieldii,MD
Ravenea glauca,MD
Ravenea rivularis,MD
Ravenea xerophila,MD
Reaumaria soongorica,ND
Reaumuria vermiculata,ND
Rebutia xanthocarpac,PD
Reedia spathacea,PD
Reevesia pubescens,ND
Reevesia thyrsoidea,PD
Regelia inops,PD
Regelia megacephala,PD
Reinhardtia gracilis,MPD
Relbunium hypocarpium,PD
Relhania genistaefolia,PD
Remya kauaiensis,PD
Reptonia buxifolia,PD
Reseda lutea,PD
Reseda lutea,PD
Reseda luteola,PD
Reseda suffruticosa,PD
Restio bifarius,PD
Restio bifurcus,PD
Restio dispar,PD
Restio festuciformis,PD
Restio pachystachyus,ND
Restio similis,PD
Restio tetragonus,PD
Restio tetragonus,PD
Restio triticeus,PD
Restio triticeus,PD
Retama raetam,PY
Retama sphaerocarpa,PY
Reynoldsia sandwicense,MPD
Reynosia guama,PD
Reynosia uncinata,PD
Rhagodia baccata,ND
Rhagodia baccata,PD
Rhagodia crassifolia,PD
Rhamnidium elaeocarpus,ND
Rhamnus alaternus,PD
Rhamnus alnifolia,PD
Rhamnus californica,PD
Rhamnus caroliniana,PD
Rhamnus carthartica,PD
Rhamnus cathartica,ND
Rhamnus cathartica,PD
Rhamnus crocea,PD
Rhamnus frangula,PD
Rhamnus ilicifolia,PD
Rhamnus lanceolata,PD
Rhamnus persicifolia,PD
Rhamnus pirifolia,PD
Rhamnus purshiana,PD
Rhamnus purshiana,PD
Rhamnus rubra,PD
Rhamnus tangutica,PD
Rhamnus triquetra,PD
Rhamnus virgatus,PD
Rhanterium epapposum,ND
Rhanterium epapposum,PD
Rhaphiolepis indica,PD
Rhaphiolepis umbellata,ND
Rhaphithamnus spinosus,PD
Rhaphithamnus spinosus,PD
Rhapidophyllum hystrix,MPD
Rhapis excelsa,MPD
Rhapis humilis,MPD
Rheedia acuminata,PD
Rheedia brasiliensis,PD
Rheedia brasiliensis,PD
Rheedia edulis,PD
Rheedia gardneriana,PD
Rheedia macrophylla,PD
Rheedia portoricensis,PD
Rheum pumilum,PD
Rheum undulatum,PD
Rhexia mariana,PD
Rhexia virginica,PD
Rhigozum trichotomum,ND
Rhinanthus angustifolius,PD
Rhinanthus crista-galli,PD
Rhinephyllum graniforme,ND
Rhinephyllum macradenium,ND
Rhipsalis baccifera,ND
Rhizophora conjugatavi,ND
Rhizophora manglevi,ND
Rhizophora mucronatavi,ND
Rhodamnia cinerea,PD
Rhodanthe charsleyae,PD
Rhodanthe chlorocephala,PD
Rhodanthe floribunda,PD
Rhodanthe floribunda,PD
Rhodanthe manglesii,PD
Rhodanthe moschata,PD
Rhodanthe polygalifolia,PD
Rhodanthe stricta,PD
Rhodiola algida,PD
Rhodiola dumulosa,PD
Rhodiola eurycarpa,PD
Rhodiola kirilowii,PD
Rhodiola rosea,PD
Rhodleia championn,PD
Rhodocoma arida,PD
Rhodocoma capensis,PD
Rhodocoma capensis,PD
Rhodocoma gigantea,PD
Rhodocoma gigantea,PD
Rhododendron anthropogoniodes,PD
Rhododendron arboreum,PD
Rhododendron aureum,PD
Rhododendron camtschaticum,PD
Rhododendron capitatum,PD
Rhododendron carolinianum,ND
Rhododendron catawbienseh,ND
Rhododendron fastigiatum,PD
Rhododendron japonicum,PD
Rhododendron lapponicum,PD
Rhododendron maddenii,PD
Rhododendron maximum,ND
Rhododendron metternichii,PD
Rhododendron moulmainense,PD
Rhododendron niveum,PD
Rhododendron ponticum,ND
Rhododendron redowskianum,PD
Rhododendron simiarum,PD
Rhododendron vaseyi,ND
Rhodolea championii,ND
Rhodomyrtus tomentosa,PD
Rhodomyrtus trineura,PD
Rhodomytrus tomentosa,ND
Rhodomytrus tomentosa,PD
Rhodophiala rhodolirion,MPD
Rhodosphaera rhodanthema,PD
Rhodotypos kerrioides,PD
Rhodotypos scandens,PD
Rhopaloblaste elegans,MD
Rhopalocarpus lucidus,PY
Rhopalostylis baueri,MPD
Rhopalostylis cheesemanii,MPD
Rhopalostylis sapida,MPD
Rhus aromatica,PYPD
Rhus chinensis,PY
Rhus chinensis,PY
Rhus copallina,PY
Rhus coriaria,PY
Rhus glabra,PY
Rhus glutinosa,PY
Rhus integrifolia,PY
Rhus javonica,PY
Rhus lancea,PY
Rhus ovata,PY
Rhus parviflora,PYPD
Rhus potaninii,PY
Rhus punjabensis,PY
Rhus punjabensis,PY
Rhus rhetsoides,ND
Rhus rhetsoides,PY
Rhus sandwicensis,PY
Rhus succedaea,ND
Rhus succedanea,PY
Rhus toxicodendron,PY
Rhus trichocarpa,PYPD
Rhus triloba,PY
Rhus trilobata,PY
Rhus trilobata,PYPD
Rhus trilobata,PYPD
Rhus typhina,PY
Rhus virens,PY
Rhus virens,PYPD
Rhus wallichi,PY
Rhyncelytrium repens,PD
Rhynchelytrum repens,PD
Rhynchosia capitata,PY
Rhynchosia minima,PY
Rhynchosia minima,PY
Rhynchosia phaseoloides,PY
Rhynchosia pyramidalis,PY
Rhyncospora capillacea,PD
Rhyncospora tracyi,PD
Rhyticocos amara,MPD
Ribes alpestre,MPD
Ribes aureum,MPD
Ribes aureum,MPD
Ribes bracteosum,MPD
Ribes bracteosum,MPD
Ribes californicum,MPD
Ribes cereum,MPD
Ribes cynosbati,MPD
Ribes glaciale,MPD
Ribes grossularia,MPD
Ribes himalense,MPD
Ribes hudsonianum,MPD
Ribes lacustre,MPD
Ribes magellanicum,PD
Ribes malpinense,MPD
Ribes maximowiczianum,MPD
Ribes montigenum,MPD
Ribes nevadense,MPD
Ribes orientale,MPD
Ribes roezlii,MPD
Ribes rotundifolium,MPD
Ribes sanguineum,MPD
Ribes vilmorinii,MPD
Richardia scabra,ND
Richeria grandis,ND
Ricinocarpus glaucus,PD
Ricinodendron africanum,PD
Ricinodendron heudelotii,PD
Ricinodendron heudelotii,PD
Ricinodendron rautanenii,PD
Ricinus communis,PD
Rinorea anguifera,ND
Rinorea longicuspis,ND
Rinorea sclerocarpa,ND
Rinorea sylvatica,ND
Ripogonum scandens,MD
Robinia neomexicana,PY
Robinia pseudoacacia,PY
Rodgersia aesculifolia,PD
Roegneria breviglumis,PD
Roegneria brevipes,ND
Roegneria dura,ND
Roegneria nutans,PD
Roegneria parvigluma,ND
Roegneria stricta,PD
Roegneria varia,ND
Roella ciliata,PD
Roella triflora,PD
Rollinia microsepala,MD
Rollinia mucosa,MPD
Romneya coulteri,MPD
Romneya coulteri,MPD
Romneya trichocalyx,MPD
Rorippa curvisiliqua,PD
Rorippa islandica,PD
Rorippa subumbellata,PD
Rosa abyssinica,PD
Rosa acicularis,PD
Rosa arkansana,PD
Rosa arvensis,PD
Rosa canina,PD
Rosa canina,PD
Rosa carolina,PD
Rosa davidii,PD
Rosa dumalis,PD
Rosa gymnocarpa,PD
Rosa heckellana,PD
Rosa hugonis,PD
Rosa hybrida,PD
Rosa mexicana,PD
Rosa moyesii,PD
Rosa multibracteata,PD
Rosa multiflora,PD
Rosa nitida,PD
Rosa nutkana,PD
Rosa omeiensis,PD
Rosa pouziniif,PD
Rosa pulverulenta,PD
Rosa rugosa,PD
Rosa serafiniif,PD
Rosa sericea,PD
Rosa sertata,PD
Rosa setigera,PD
Rosa soulieana,PD
Rosa webbiana,PD
Rosa wichuraina,PD
Rosa willottiae,PD
Rosa woodsia,PD
Rosa woodsii,PD
Rosmarinus officinalis,PD
Rotala ramosior,PD
Rothmannia hispida,ND
Rothmannia shoemanii,PD
Rothmannia urcelliformis,ND
Rottboellia exaltata,PD
Rottboellia exaltata,PD
Roupala montana,ND
Roupala montana,ND
Roureopsis obliquifoliolata,PD
Roystonea borinquena,MD
Roystonea borinquena,MPD
Roystonea princeps,MPD
Roystonea regia,MPD
Rubia akane,PD
Rubia cordifolia,ND
Rubia cordifolia,PD
Rubia cordifolia,PD
Rubia membranacea,PD
Rubia ovatifolia,PD
Rubia peregrina,PD
Rubia tinctorum,PD
Rubus alceifolius,ND
Rubus allegheniensis,PD
Rubus bifrons,PD
Rubus chamaemorus,PD
Rubus cissoides,PD
Rubus cuneifolius,PD
Rubus ellipticus,PD
Rubus hawaiensis,PD
Rubus idaeus,PD
Rubus ideaus,PD
Rubus irritans,PD
Rubus leucodermis,PD
Rubus macilentus,PD
Rubus moluccanus,PD
Rubus nessensis,PD
Rubus odoratus,PD
Rubus palmatus,PD
Rubus parviflorus,PD
Rubus parvifolius,PD
Rubus pileatus,PD
Rubus saxatilis,PD
Rubus spectabilis,PD
Rubus spp.,PD
Rubus strigosus,PD
Rubus ulmifolius,PD
Rubus ulmifoliush,PD
Rubus vestitus,PD
Rudbeckia fulgida,PD
Rudbeckia hirta,PD
Rudbeckia laciniata,PD
Rudbeckia occidentalis,ND
Rudbeckia occidentalis,ND
Rudbeckia subtomentosa,PD
Rudbeckia triloba,PD
Rudgea viburnoides,PD
Ruellia humilis,PD
Ruellia tuberosa,ND
Ruellia tweediana,ND
Rulingia corylifolia,PD
Rulingia craurophylla,PD
Rulingia densiflora,PD
Rumex acetosa,PD
Rumex acetosella,PD
Rumex albescens,PD
Rumex aquaticus,PD
Rumex bucephalophorus,PD
Rumex conglomeratus,PD
Rumex conglomeratus,PD
Rumex crispus,ND
Rumex crispus,PD
Rumex dentatus,PD
Rumex hastatus,ND
Rumex hydrolapathum,ND
Rumex lunaria,ND
Rumex maritimus,PD
Rumex nepalensis,ND
Rumex nepalensis,ND
Rumex obtusifolius,ND
Rumex occidentalis,ND
Rumex palustris,PD
Rumex patientia,ND
Rumex patientia,PD
Rumex pictus,PD
Rumex pseudonatronatus,PD
Rumex salicifolius,ND
Rumex salicifolius,PD
Rumex sanguineus,PD
Rumex scutatus,PD
Rumex venosus,PD
Rumex verticillatus,PD
Ruppia maritima,PD
Ruppia megacarpa,PD
Ruppia polycarpa,PD
Ruppia tuberosa,PD
Ruprechtia hamannii,PD
Ruschia approximata,ND
Ruschia bolusiae,PD
Ruschia caroli,PD
Ruschia carolii,PD
Ruschia multiflora,PD
Ruschia promontorii,PD
Ruschia spinosa,PD
Ruscus aculeatus,MPD
Ruscus aculeatus,MPD
Ruta chalepensis,PD
Rutheopsis herbanica,MPD
Saba senegalensis,ND
Sabal bermudana,MPD
Sabal blackburniana,MPD
Sabal causiarum,MPD
Sabal causiarum,MPD
Sabal domingensis,MD
Sabal domingensis,MPD
Sabal etonia,MPD
Sabal etonia,MPD
Sabal jamaicensis,MPD
Sabal minor,MPD
Sabal palmetto,MD
Sabal palmetto,MPD
Sabal yapa,MPD
Sabatia angularis,MPD
Sabatia kennedyana,MPD
Sabina przewalskii,PD
Sabinea florida,PD
Sacoglottis gabonensis,PD
Sacoglottis guianensis,PD
Sacoglottis trichogyna,PD
Sageraea elliptica,MD
Sagittaria brevirostra,PD
Sagittaria calycina,PD
Sagittaria graminae,PD
Sagittaria lancifolia,PD
Sagittaria latifolia,PD
Salacca conferta,MD
Salacca conferta,MPD
Salacia brachypoda,PD
Salacia crassifolia,ND
Salacia sylvestris,PD
Salazaria mexicana,ND
Salicornia bigelovii,PD
Salicornia brachystachya,PD
Salicornia dolichostachya,PD
Salicornia emerici,PD
Salicornia europaea,ND
Salicornia europaea,PD
Salicornia fruticosa,PD
Salicornia pacifica,PD
Salicornia patula,PD
Salix alaxensis,ND
Salix alba,ND
Salix arbusculoides,ND
Salix arctica,PD
Salix barrattiana,ND
Salix bebbiana,ND
Salix bonplandiana,ND
Salix brachycarpa,PD
Salix caroliniana,ND
Salix chamissonis,ND
Salix ciliata,ND
Salix daphnoides,ND
Salix elaeagnos,ND
Salix elegans,ND
Salix exigua,ND
Salix exigua,ND
Salix fuscescens,ND
Salix glauca,PD
Salix gooddingii,ND
Salix gordejevii,ND
Salix gordejevii,ND
Salix hastata,ND
Salix herbacea,ND
Salix herbacea,ND
Salix humboldtiana,ND
Salix humboldtiana,ND
Salix humilis,ND
Salix interior,ND
Salix lanata,ND
Salix lasiandra,ND
Salix lutea,ND
Salix martiana,ND
Salix matsudana,ND
Salix monticola,ND
Salix mrytillifolia,ND
Salix myrsinifolia,ND
Salix nigra,ND
Salix novae-angliae,ND
Salix oritrepha,ND
Salix ovalifolia,PD
Salix pentandra,PD
Salix phlebophylla,PD
Salix phylicifolia,ND
Salix planifolia,ND
Salix planifolia,ND
Salix polaris,PD
Salix purpurea,ND
Salix reticulata,PD
Salix retusa,ND
Salix rigida,ND
Salix rotundifolia,PD
Salix scouleriana,ND
Salix setchelliana,ND
Salix setchelliana,ND
Salix tetrasperma,ND
Salix triandra,ND
Salix viminalis,ND
Salmalia insignis,ND
Salmalia malabarica,PY
Salmalia malabarica,PY
Salpiglossis sinuata,PD
Salsola affinis,PD
Salsola affinis,PD
Salsola baryosma,PD
Salsola bracchita,PD
Salsola collina,ND
Salsola collina,PD
Salsola glabrescens,ND
Salsola kali,ND
Salsola kali,PD
Salsola kali,PD
Salsola kali,PD
Salsola ruthenica,ND
Salsola ruthenica,PD
Salsola tragus,ND
Salsola vermiculata,ND
Salsola vermiculata,ND
Salsola vermiculata,PD
Salsola villosa,PD
Salsola volkensii,PD
Salvadora oleoides,ND
Salvadora persica,ND
Salvadora persica,PD
Salvertia convallariaceodora,PD
Salvia aegyptica,PD
Salvia apeana,PD
Salvia canariensis,ND
Salvia coccinea,PD
Salvia columbariae,PD
Salvia farinacea,ND
Salvia fruticosa,PD
Salvia mellifera,PD
Salvia nilotica,ND
Salvia pomifera,PD
Salvia przewalskii,PD
Salvia reflexa,PD
Salvia robusta,PD
Salvia sonomensis,PD
Salvia splendens,ND
Salvia verbenacea,PD
Salvia verticillata,PD
Samanea dinklagei,ND
Samanea saman,ND
Samanea saman,PY
Samanea tubulosa,PY
Sambucus adnata,MPD
Sambucus australis,MD
Sambucus caerulea,MPD
Sambucus callicarpa,MPD
Sambucus canadensis,MPD
Sambucus glauca,MPD
Sambucus javanica,MD
Sambucus pubens,MPD
Sambucus pubens,MPD
Sambucus racemosa,MPD
Sambucus williamsii,MPD
Samolus junceus,PD
Samolus valerandi,PD
Sandemania hoehnei b,ND
Sandoricum koetjape,ND
Sandoricum koetjape,ND
Sanguinaria canadensis,MPD
Sanguisorba hybrida,PD
Sanguisorba menziesii,PD
Sanguisorba officinalis,PD
Sanguisorba officinalis,PD
Sanicula canadensis,MPD
Sanicula europaea,MPD
Sanicula giraldii,MPD
Sanicula gregaria,MPD
Sanicula mariversa,MPD
Sanicula trifoliata,MPD
Santalum acuminatum,MPD
Santalum album,MPD
Santalum album,PD
Santalum ellipticum,MPD
Santalum freycinetianum,MPD
Santalum murrayanum,MPD
Santalum paniculatum,MPD
Santalum spicatum,MPD
Santiria griffithii,PD
Santiria laevigata,PD
Santiria nana,PD
Santiria oblongifolia,PD
Santiria rubiginosa,PD
Saphesia flaccida,PD
Sapindas mukorossi,ND
Sapindus detergens,PY
Sapindus drummondii,PY
Sapindus drummondii,PYPD
Sapindus emarginatus,ND
Sapindus mukorossi,PD
Sapindus oahuensis,ND
Sapindus oahuensis,PY
Sapindus rarak,PD
Sapindus saponaria,ND
Sapindus saponaria,PD
Sapindus saponaria,PY
Sapium aubrevillei,PD
Sapium baccatum,PD
Sapium baccatum,PD
Sapium caudatum,ND
Sapium glandulosum,PD
Sapium haematospermum,ND
Sapium haematospermum,PD
Sapium indicum,PD
Sapium sebiferum,ND
Sapoishnikovia divaricata,MPD
Saponaria officinalis,PD
Saraca asoca,ND
Saraca thaipingensis,PY
Sarcobatus vermiculatus,PD
Sarcobatus vermiculatus,PD
Sarcococca hookerana,ND
Sarcopoterium spinosum,PD
Sarcosperma arboreum,PD
Sarcosperma paniculatum,PD
Sarcotheca griffithii,ND
Sarmienta repens,PD
Sassafras albidum,PD
Sassafras randaiense,PD
Satakentia liukiuensis,MPD
Satureja montana,PD
Satureja thymbra,PD
Saurauia nepaulensis,ND
Saurauia nepaulensis,PD
Saurauia roxburghii,ND
Saurauia roxburghii,ND
Saurauia roxburghii,PD
Saururus cernuus,ND
Saururus chinensis,PD
Saussurea costus,PD
Saussurea globosa,PD
Saussurea graminea,PD
Saussurea hieracioides,PD
Saussurea iodostegia,PD
Saussurea japonica,ND
Saussurea kansuensis,PD
Saussurea macrota,ND
Saussurea neofranchetii,PD
Saussurea nigrescens,ND
Saussurea oligantha,PD
Saussurea parviflora,PD
Saussurea pinnatidentata,PD
Saussurea przewalskii,PD
Saussurea purpurascens,ND
Saussurea saichanense,ND
Saussurea stella,PD
Saussurea subulisquama,PD
Saussurea sylvatica,PD
Saussurea ussurriensis,PD
Saussurea variiloba,PD
Saxifraga egregia,PD
Saxifraga montana,PD
Saxifraga mutata,PD
Saxifraga oregana,PD
Saxifraga tridactylites,PD
Saxifraga tridactylites,PD
Scabiosa columbaria,PD
Scabiosa ochroleuca,PD
Scaevola calliptera,PD
Scaevola crassifolia,PD
Scaevola fasciculata,PD
Scaevola frutescens,PD
Scaevola gaudichaudiana,PD
Scaevola gaudichaudii,PD
Scaevola globulifera,PD
Scaevola procera,PD
Scaevola spinescens,PD
Scaevola taccada,ND
Scaevola thesioides,PD
Scaphium linearicarpum,ND
Scaphium marcopodum,ND
Scaphocalyx spathacea,ND
Scaphopetalum amoenum,ND
Schaefferia cuneifolia,PD
Schaefferia lateriflora,PD
Scheelea leadroana,MPD
Scheelea phalerata,MPD
Scheelea phalerata,MPD
Scheelea preussii,MPD
Schefflera digitata,MPD
Schefflera morototoni,MD
Schefflera octophylla,MD
Schenoplectus hallii,PD
Schenoplectus purshianus,PD
Schiedea diffusa,ND
Schima khasiana,ND
Schima superba,ND
Schima wallichii,ND
Schinopsis balansae,ND
Schinopsis brasiliensis,PD
Schinopsis quebracho,PD
Schinus latifolius,PD
Schinus molle,ND
Schinus molle,PD
Schinus polygamus,PD
Schinus terebinthifolius,PD
Schippia concolor,MD
Schisandra arisanensis,MPD
Schisandra chinensis,MPD
Schisandra chinensis,MPD
Schismus arabicus,PD
Schismus barbatus,PD
Schizachne purpurascens,PD
Schizachyrium microstachyum,PD
Schizachyrium scoparium,PD
Schizachyrium tenerum,PD
Schizanthus litoralis,PD
Schizanthus pinnatus,PD
Schizocentron elegans,PD
Schizolobium amazonicum,PY
Schizolobium excelsum,PY
Schizolobium parahyba,PY
Schizolobium parahybum,PY
Schizonepeta mutifida,ND
Schizophragma hydrangeoides,PD
Schizostachyum zollingeri,ND
Schleichera oleosa,ND
Schleichera oleosa,PY
Schleichera trijuga,ND
Schmidtia pappophoroides,PD
Schoenia cassiniana,PD
Schoenia filifolia,PD
Schoenia filifolia,PD
Schoenolirion croceum,PD
Schoenoplectus hallii,PD
Schoenoplectus purshiana,PD
Schoenus nigricans,PD
Schoenus nigricans,PD
Scholtzia capitata,PD
Scholtzia involucrata,PD
Scholtzia parviflora,PD
Scholtzia teretifolia,PD
Schoutenia accrescens,ND
Schoutenia kunstleri,ND
Schrankia quadrivalvis,PY
Schrebera arborea,ND
Schwenckia americana,PD
Sciadodendron excelsum,MPD
Sciadopitys verticillata,PD
Sciadopitys verticillata,PD
Scilla bifolia,MPD
Scilla scilloides,MPD
Scirpus acutus,PD
Scirpus americana,PD
Scirpus americanus,PD
Scirpus articulatus,PD
Scirpus atrovirens,PD
Scirpus cyperinus,PD
Scirpus distigmaticus,PD
Scirpus eriophorum,PD
Scirpus fluviatalis,PD
Scirpus juncoides,PD
Scirpus lacustris,PD
Scirpus lineatus,PD
Scirpus maritimus,ND
Scirpus maritimus,PD
Scirpus maritimus,PD
Scirpus microcarpus,PD
Scirpus mitsukurianus,PD
Scirpus mucronatus,PD
Scirpus olneyi,PD
Scirpus paludosus,PD
Scirpus pedicellatus,PD
Scirpus purshianus,PD
Scirpus robustus,PD
Scirpus robustus,PD
Scirpus setaceus,PD
Scirpus smithii,PD
Scirpus tabernaemontani,PD
Scirpus triqueter,pd
Scirpus validus,PD
Scirpus wallichii,PD
Scleletium tortuosum,PD
Sclerocarya birrea,PD
Sclerocarya caffra,PD
Sclerolaena bicornis,PD
Sclerolaena cornishiana,PD
Sclerolobium aureum,PY
Sclerolobium costaricense,PY
Sclerolobium hypoleucum,PY
Sclerolobium paniculatum,PY
Sclerolobium rugosum,PY
Scleronema micranthum,PY
Scleropyrum pentandrum,MPD
Scolochloa festucacea,PD
Scolopia chinensis,PD
Scolopia saeva,PD
Scoparia dulcis,ND
Scorodocarpus borneensis,PD
Scorodocarpus zeukeri,ND
Scorodophloeus zenkeri,ND
Scorpiurus muricatus,PY
Scorpiurus muricatus,PY
Scorpiurus muricatus,PY
Scorpiurus subvillosus,PY
Scorpiurus sulcata,PY
Scorzonera mongolica,PD
Scorzonera pusilla,PD
Scottellia chevalieri,ND
Scottellia coriacea,ND
Scrofella chinensis,PD
Scrophularia glabrata,PD
Scrophularia incisa,PD
Scrophularia marilandica,PD
Scrophularia smithii,PD
Scutellaria baicalensis,PD
Scutellaria baicalensis,PD
Scutellaria parvula,PD
Scutinanthe brunnea,ND
Scytopetalum tieghemii,PD
Sebastiania brasiliensis,PD
Sebastiania membranifolia,PD
Sechium edule,ND
Securidaca longipedunculata,ND
Securidaca longipedunculata,PD
Securinega guaraiuva,PD
Sedum aizoon,PD
Sedum celatum,PD
Sedum pulchellum,PD
Sedum ulricae,PD
Seguieria langsdorffii,ND
Sehima nervosum,PD
Selago speciosa,PD
Selinum carvifolia,MPD
Selinum wallichianum,MPD
Selkirkia berteroi,PD
Semecarpus anacardium,ND
Semecarpus anacardium,PD
Semecarpus cochinchinensis,ND
Semecarpus cochinchinensis,PD
Semecarpus obscura,ND
Senecio arenarius,PD
Senecio arguneesis,PD
Senecio crassiflorus,PD
Senecio densiserratus,PD
Senecio diversipinnus,PD
Senecio dubitabilis,PD
Senecio erucifolius,PD
Senecio formosus,PD
Senecio garlandii,PD
Senecio herieteri,ND
Senecio herieteri,PD
Senecio heterotrichius,PD
Senecio integerrimus,PD
Senecio jacobaea,ND
Senecio macrophyllus,PD
Senecio megaglossus,PD
Senecio oxyphyllus,PD
Senecio plattensis,PD
Senecio scandens,PD
Senecio scitus,PD
Senecio selloi,PD
Senecio serra,PD
Senecio sylvaticus,ND
Senecio teneriffae,PD
Senecio tianshanicus,PD
Senecio viscosus,PD
Senecio vulgaris,ND
Senecio vulgaris,PD
Senna acclinis,PY
Senna aphylla,PY
Senna artemisioides,PY
Senna atomaria,PY
Senna bicapsularis,PY
Senna bicapsularis,PY
Senna chatelainiana,PY
Senna didymobotrya,PY
Senna didymobotrya,PY
Senna fasciculata,PY
Senna gaudichaudii,PY
Senna hebecarpa,PY
Senna helmsii,PY
Senna macranthera,PY
Senna marilandica,PY
Senna martiana,PY
Senna multiglandulosa,PY
Senna multijuga,ND
Senna multijuga,PY
Senna multijuga,PY
Senna obtusifolia,PY
Senna occidentalis,PY
Senna occidentalis,PY
Senna pleurocarpa,PY
Senna pleurocarpa,PY
Senna reticulata,ND
Senna reticulata,ND
Senna septemtrionalis,PY
Senna siamea,PY
Senna sp.,PY
Senna spectabilis,PY
Senna sturtii,PY
Sequoia sempervirens,ND
Sequoiadendron giganteum,ND
Serenoa repens,MPD
Serianthes dilmyi,ND
Serianthes nelsonii,PY
Serjania multiflora,PY
Serratula centauroides,ND
Serratula strangulata,PD
Serratula tinctoria,PD
Serratula tinctoria,PD
Serruria villosa,PD
Sesamum latifolium,PD
Sesbania bispinosa,PY
Sesbania drummondii,PY
Sesbania exaltata,PY
Sesbania formosa,PY
Sesbania macrocarpa,PY
Sesbania rostrata,PY
Sesbania sesban,PY
Sesbania sesban,PY
Sesbania tomentosa,PY
Sesbania vesicaria,PY
Sesbania virgata,PY
Seseli squarrulosum,MPD
Sesuvium portulacastrum,PD
Setaria chondrachne,PD
Setaria faberi,PD
Setaria geniculata,PD
Setaria glauca,PD
Setaria glauca,PD
Setaria leiantha,PD
Setaria lutescens,PD
Setaria macrostachya,PD
Setaria pallidefusca,PD
Setaria parviflora,PD
Setaria verticillata,PD
Setaria viridis,PD
Setaria viridis,PD
Setaria viridis,PD
Severinia buxifolia,PD
Shepherdia argentea,PD
Shepherdia canadensis,PD
Sherardia arvensis,PD
Shorea acuminata,ND
Shorea affinis,ND
Shorea agami,ND
Shorea almon,ND
Shorea amplexicaulis,ND
Shorea argentifolia,ND
Shorea assamica,ND
Shorea assamica,ND
Shorea balangeran,ND
Shorea bracteolata,ND
Shorea chinensis,ND
Shorea contorta,ND
Shorea curtisii,ND
Shorea faguetiana,ND
Shorea ferruginea,ND
Shorea glauca,ND
Shorea guiso,ND
Shorea hemsleyana,ND
Shorea hopeifolia,ND
Shorea kunstleri,ND
Shorea laevis,ND
Shorea lepidota,ND
Shorea leprosula,ND
Shorea longisperma,ND
Shorea macrophylla,ND
Shorea macroptera,ND
Shorea martiniana,ND
Shorea materialis,ND
Shorea maximum,ND
Shorea maxwelliana,ND
Shorea mecistopteryx,ND
Shorea multiflora,ND
Shorea negrosensis,ND
Shorea obtusa,ND
Shorea ovalis,ND
Shorea palembanica,ND
Shorea parvifolia,ND
Shorea pauciflora,ND
Shorea pinanga,ND
Shorea platyclados,ND
Shorea resina-nigra,ND
Shorea resinosa,ND
Shorea resinosa,PD
Shorea robusta,ND
Shorea robusta,ND
Shorea robustac,ND
Shorea roxburghii,ND
Shorea roxburghii,ND
Shorea roxburghii,PD
Shorea rugosa,ND
Shorea scabberima,ND
Shorea seminis,ND
Shorea siamensis,ND
Shorea singkawang,ND
Shorea smithiana,ND
Shorea stenoptera,ND
Shorea suavis,ND
Shorea sumatrana,ND
Shorea talura,ND
Shorea trapezifolia,ND
Shorea tumbuggaia,ND
Shorea wantianshuea,ND
Shorea xanthophylla,ND
Shortia galacifolia,ND
Sibiraea alpina,PD
Sibiraea bella,ND
Sibiraea laevigata,ND
Sibiraea mongolica,PD
Sibiraea rosthornii,PD
Sicyos angulatus,PYPD
Sicyos annua,PY
Sicyos deppei,PYPD
Sida acuta,ND
Sida acuta,PY
Sida acuta,PY
Sida calyxhymenia,PY
Sida cordifolia,PY
Sida cordifolia,PY
Sida fallax,PY
Sida hermaphrodita,PY
Sida rhombifolia,PY
Sida rhombifolia,PY
Sida rhombifolia,PY
Sida spinosa,PY
Sida spinosa,PY
Sida veronicaefolia,PY
Sidalcea cusickii,PY
Sidalcea malviflorum,PY
Sidalcea neomexicana,PY
Siderities dasygnaphala,PD
Siderities dendro-chahorra,PD
Sideritis syriaca,PD
Sideroxylon capiri,PD
Sideroxylon foetidissimum,PD
Sideroxylon quadriloculare,PD
Sideroxylon tomentosum,PD
Siegesbeckia pubescens,PD
Siegfrieda darwinioides,PY
Sieversia pentapetala,PD
Silaum silaus,MPD
Silene antirrhina,PD
Silene clandestina,PD
Silene coeli-rosea,PD
Silene colorata,PD
Silene conoidea,ND
Silene dioica,PD
Silene fabaria,PD
Silene flos-cuculi,PD
Silene gigantea,PD
Silene gracilicaulis,PD
