"SITE","PLOT","BIOMASS","TREATMENT","PACKET","TYPE","SPECIES","ID","FINAL.STATUS","FINAL.STATUS.NA","FINAL.STATUS.NO.NA"
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",2,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",3,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",4,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",5,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",6,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",7,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",8,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",9,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Bank
adjacent","No dormancy","BEVU2",10,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",1,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",2,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",3,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",4,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",5,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",6,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",7,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",8,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",9,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physical dormancy","BIOR",10,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","HOVU",1,1,1,1
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","HOVU",2,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","HOVU",3,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","HOVU",4,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","Physiological dormancy","HOVU",5,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",1,1,1,1
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",2,1,1,1
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",3,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",4,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",5,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",6,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",7,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",8,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",9,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
adjacent","No dormancy","BEVU2",10,0,NA,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",1,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",2,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",3,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",4,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",5,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",6,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",7,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",8,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",9,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physical dormancy","BIOR",10,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","HOVU",1,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","HOVU",2,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","HOVU",3,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","HOVU",4,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","Physiological dormancy","HOVU",5,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",1,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",2,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",3,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",4,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",5,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",6,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",7,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",8,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",9,0,0,0
"GG","2","Low biomass","Herbivore exclusion","Rain
proximal","No dormancy","BEVU2",10,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",1,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",6,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",7,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",8,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",9,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",10,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",1,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",2,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",3,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",1,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",6,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",7,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",8,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",9,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",10,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",1,NA,NA,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",2,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",3,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",6,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",7,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",8,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",9,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",10,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",1,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",1,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",6,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",7,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",8,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",9,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",10,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",1,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",6,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",7,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",8,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",9,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",10,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",1,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",2,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",1,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",4,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",5,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",6,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",7,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",8,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",9,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",10,0,NA,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",1,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",6,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",7,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",8,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",9,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",10,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",1,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",1,1,1,1
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",2,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",3,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",4,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",5,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",6,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",7,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",8,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",9,0,0,0
"GG","3","Low biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",10,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",2,1,1,1
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",3,1,1,1
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",6,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",7,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",8,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",9,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physical dormancy","BIOR",10,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",2,1,1,1
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",3,1,1,1
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","Physiological dormancy","HOVU",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",2,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",3,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",6,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",7,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",8,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",9,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
proximal","No dormancy","BEVU2",10,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",1,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",2,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",3,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",6,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",7,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",8,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",9,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physical dormancy","BIOR",10,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",1,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",2,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",3,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","Physiological dormancy","HOVU",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",2,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",3,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",6,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",7,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",8,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",9,0,0,0
"GG","4","High biomass","Scavenger exclusion","Bank
adjacent","No dormancy","BEVU2",10,0,NA,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",2,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",3,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",6,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",7,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",8,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",9,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physical dormancy","BIOR",10,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",2,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",3,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","Physiological dormancy","HOVU",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",2,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",3,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",4,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",5,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",6,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",7,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",8,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",9,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
adjacent","No dormancy","BEVU2",10,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",2,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",3,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",6,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",7,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",8,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",9,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physical dormancy","BIOR",10,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",1,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",2,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",3,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",4,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","Physiological dormancy","HOVU",5,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",1,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",2,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",3,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",4,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",5,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",6,1,1,1
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",7,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",8,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",9,0,0,0
"GG","4","High biomass","Scavenger exclusion","Rain
proximal","No dormancy","BEVU2",10,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",1,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",2,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",3,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",4,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",5,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",6,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",7,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",8,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",9,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physical dormancy","BIOR",10,0,0,0
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","HOVU",1,1,1,1
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","HOVU",2,1,1,1
"GG","5","High biomass","Herbivore exclusion","Bank
proximal","Physiological dormancy","HOVU",3,1,1,1
