"Site","Treatment","Carrion","Exclusion","Rounded.date","Date","DormancyClass","Cover"
"OS","CH","Low","Herbivore","2019-06-02","2019-06-02","ND",0
"OS","CH","Low","Herbivore","2019-06-02","2019-06-02","PD",1.82
"OS","CH","Low","Herbivore","2019-06-02","2019-06-02","PY",0
"OS","CH","Low","Herbivore","2019-06-02","2019-06-02",NA,0
"OS","CH","Low","Herbivore","2019-07-21","2019-07-21","ND",0
"OS","CH","Low","Herbivore","2019-07-21","2019-07-21","PD",1.32
"OS","CH","Low","Herbivore","2019-07-21","2019-07-21","PY",0
"OS","CH","Low","Herbivore","2019-07-21","2019-07-21",NA,0.06
"OS","CH","Low","Herbivore","2020-07-19","2020-07-22","ND",0
"OS","CH","Low","Herbivore","2020-07-19","2020-07-22","PD",1.25
"OS","CH","Low","Herbivore","2020-07-19","2020-07-22","PY",0
"OS","CH","Low","Herbivore","2020-07-19","2020-07-22",NA,0
"OS","CH","Low","Herbivore","2021-07-18","2021-07-21","ND",0
"OS","CH","Low","Herbivore","2021-07-18","2021-07-21","PD",1.93
"OS","CH","Low","Herbivore","2021-07-18","2021-07-21","PY",0
"OS","CH","Low","Herbivore","2021-07-18","2021-07-21",NA,0
"OS","CO","Low","Open","2019-03-17","2019-03-14","ND",0
"OS","CO","Low","Open","2019-03-17","2019-03-14","PD",1.88
"OS","CO","Low","Open","2019-03-17","2019-03-14","PY",0
"OS","CO","Low","Open","2019-03-17","2019-03-14",NA,0.06
"OS","CO","Low","Open","2019-04-21","2019-04-21","ND",0
"OS","CO","Low","Open","2019-04-21","2019-04-21","PD",1.55
"OS","CO","Low","Open","2019-04-21","2019-04-21","PY",0.06
"OS","CO","Low","Open","2019-04-21","2019-04-21",NA,0
"OS","CO","Low","Open","2019-05-05","2019-05-06","ND",0
"OS","CO","Low","Open","2019-05-05","2019-05-06","PD",1.56
"OS","CO","Low","Open","2019-05-05","2019-05-06","PY",0
"OS","CO","Low","Open","2019-05-05","2019-05-06",NA,0.06
"OS","CO","Low","Open","2019-06-02","2019-06-02","ND",0
"OS","CO","Low","Open","2019-06-02","2019-06-02","PD",1.77
"OS","CO","Low","Open","2019-06-02","2019-06-02","PY",0.06
"OS","CO","Low","Open","2019-06-02","2019-06-02",NA,0.06
"OS","CO","Low","Open","2019-07-21","2019-07-21","ND",0
"OS","CO","Low","Open","2019-07-21","2019-07-21","PD",1.19
"OS","CO","Low","Open","2019-07-21","2019-07-21","PY",0
"OS","CO","Low","Open","2019-07-21","2019-07-21",NA,0.06
"OS","CO","Low","Open","2020-07-19","2020-07-22","ND",0
"OS","CO","Low","Open","2020-07-19","2020-07-22","PD",1.07
"OS","CO","Low","Open","2020-07-19","2020-07-22","PY",0
"OS","CO","Low","Open","2020-07-19","2020-07-22",NA,0.19
"OS","CO","Low","Open","2021-07-18","2021-07-21","ND",0
"OS","CO","Low","Open","2021-07-18","2021-07-21","PD",1.42
"OS","CO","Low","Open","2021-07-18","2021-07-21","PY",0
"OS","CO","Low","Open","2021-07-18","2021-07-21",NA,0.25
"OS","CS","Low","Scavenger","2019-03-17","2019-03-14","ND",0
"OS","CS","Low","Scavenger","2019-03-17","2019-03-14","PD",1.5
"OS","CS","Low","Scavenger","2019-03-17","2019-03-14","PY",0
"OS","CS","Low","Scavenger","2019-03-17","2019-03-14",NA,0.06
"OS","CS","Low","Scavenger","2019-04-21","2019-04-21","ND",0
"OS","CS","Low","Scavenger","2019-04-21","2019-04-21","PD",1.38
"OS","CS","Low","Scavenger","2019-04-21","2019-04-21","PY",0
"OS","CS","Low","Scavenger","2019-04-21","2019-04-21",NA,0
"OS","CS","Low","Scavenger","2019-05-05","2019-05-06","ND",0
"OS","CS","Low","Scavenger","2019-05-05","2019-05-06","PD",1.45
"OS","CS","Low","Scavenger","2019-05-05","2019-05-06","PY",0
"OS","CS","Low","Scavenger","2019-05-05","2019-05-06",NA,0
"OS","CS","Low","Scavenger","2019-06-02","2019-06-02","ND",0
"OS","CS","Low","Scavenger","2019-06-02","2019-06-02","PD",2.51
"OS","CS","Low","Scavenger","2019-06-02","2019-06-02","PY",0.12
"OS","CS","Low","Scavenger","2019-06-02","2019-06-02",NA,0
"OS","CS","Low","Scavenger","2019-07-21","2019-07-21","ND",0
"OS","CS","Low","Scavenger","2019-07-21","2019-07-21","PD",1.63
"OS","CS","Low","Scavenger","2019-07-21","2019-07-21","PY",0
"OS","CS","Low","Scavenger","2019-07-21","2019-07-21",NA,0
"OS","CS","Low","Scavenger","2020-07-19","2020-07-22","ND",0
"OS","CS","Low","Scavenger","2020-07-19","2020-07-22","PD",1.4
"OS","CS","Low","Scavenger","2020-07-19","2020-07-22","PY",0
"OS","CS","Low","Scavenger","2020-07-19","2020-07-22",NA,0
"OS","CS","Low","Scavenger","2021-07-18","2021-07-21","ND",0.06
"OS","CS","Low","Scavenger","2021-07-18","2021-07-21","PD",1.99
"OS","CS","Low","Scavenger","2021-07-18","2021-07-21","PY",0
"OS","CS","Low","Scavenger","2021-07-18","2021-07-21",NA,0
"OS","MH","High","Herbivore","2019-03-17","2019-03-14","ND",0
"OS","MH","High","Herbivore","2019-03-17","2019-03-14","PD",1.07
"OS","MH","High","Herbivore","2019-03-17","2019-03-14","PY",0
"OS","MH","High","Herbivore","2019-03-17","2019-03-14",NA,0.44
"OS","MH","High","Herbivore","2019-04-21","2019-04-21","ND",0
"OS","MH","High","Herbivore","2019-04-21","2019-04-21","PD",1.18
"OS","MH","High","Herbivore","2019-04-21","2019-04-21","PY",0.19
"OS","MH","High","Herbivore","2019-04-21","2019-04-21",NA,0
"OS","MH","High","Herbivore","2019-05-05","2019-05-06","ND",0
"OS","MH","High","Herbivore","2019-05-05","2019-05-06","PD",1.26
"OS","MH","High","Herbivore","2019-05-05","2019-05-06","PY",0.13
"OS","MH","High","Herbivore","2019-05-05","2019-05-06",NA,0.06
"OS","MH","High","Herbivore","2019-06-02","2019-06-02","ND",0.06
"OS","MH","High","Herbivore","2019-06-02","2019-06-02","PD",2.14
"OS","MH","High","Herbivore","2019-06-02","2019-06-02","PY",0.13
"OS","MH","High","Herbivore","2019-06-02","2019-06-02",NA,0.13
"OS","MH","High","Herbivore","2019-07-21","2019-07-21","ND",0
"OS","MH","High","Herbivore","2019-07-21","2019-07-21","PD",1.48
"OS","MH","High","Herbivore","2019-07-21","2019-07-21","PY",0
"OS","MH","High","Herbivore","2019-07-21","2019-07-21",NA,0
"OS","MH","High","Herbivore","2020-07-19","2020-07-22","ND",0.25
"OS","MH","High","Herbivore","2020-07-19","2020-07-22","PD",1.01
"OS","MH","High","Herbivore","2020-07-19","2020-07-22","PY",0
"OS","MH","High","Herbivore","2020-07-19","2020-07-22",NA,0
"OS","MH","High","Herbivore","2021-07-18","2021-07-21","ND",0.3
"OS","MH","High","Herbivore","2021-07-18","2021-07-21","PD",1.99
"OS","MH","High","Herbivore","2021-07-18","2021-07-21","PY",0.06
"OS","MH","High","Herbivore","2021-07-18","2021-07-21",NA,0.06
"OS","MO","High","Open","2019-03-17","2019-03-14","ND",0
"OS","MO","High","Open","2019-03-17","2019-03-14","PD",1.5
"OS","MO","High","Open","2019-03-17","2019-03-14","PY",0
"OS","MO","High","Open","2019-03-17","2019-03-14",NA,0.12
"OS","MO","High","Open","2019-04-21","2019-04-21","ND",0
"OS","MO","High","Open","2019-04-21","2019-04-21","PD",0.94
"OS","MO","High","Open","2019-04-21","2019-04-21","PY",0
"OS","MO","High","Open","2019-04-21","2019-04-21",NA,0.19
"OS","MO","High","Open","2019-05-05","2019-05-06","ND",0
"OS","MO","High","Open","2019-05-05","2019-05-06","PD",1.06
"OS","MO","High","Open","2019-05-05","2019-05-06","PY",0
"OS","MO","High","Open","2019-05-05","2019-05-06",NA,0.12
"OS","MO","High","Open","2019-06-02","2019-06-02","ND",0
"OS","MO","High","Open","2019-06-02","2019-06-02","PD",1.2
"OS","MO","High","Open","2019-06-02","2019-06-02","PY",0
"OS","MO","High","Open","2019-06-02","2019-06-02",NA,0.19
"OS","MO","High","Open","2019-07-21","2019-07-21","ND",0
"OS","MO","High","Open","2019-07-21","2019-07-21","PD",0.87
"OS","MO","High","Open","2019-07-21","2019-07-21","PY",0
"OS","MO","High","Open","2019-07-21","2019-07-21",NA,0.39
"OS","MO","High","Open","2020-07-19","2020-07-22","ND",0.06
"OS","MO","High","Open","2020-07-19","2020-07-22","PD",1.37
"OS","MO","High","Open","2020-07-19","2020-07-22","PY",0
"OS","MO","High","Open","2020-07-19","2020-07-22",NA,0
"OS","MO","High","Open","2021-07-18","2021-07-21","ND",0.12
"OS","MO","High","Open","2021-07-18","2021-07-21","PD",1.99
"OS","MO","High","Open","2021-07-18","2021-07-21","PY",0.19
"OS","MO","High","Open","2021-07-18","2021-07-21",NA,0.06
"OS","MS","High","Scavenger","2019-03-17","2019-03-14","ND",0
"OS","MS","High","Scavenger","2019-03-17","2019-03-14","PD",1.94
"OS","MS","High","Scavenger","2019-03-17","2019-03-14","PY",0.06
"OS","MS","High","Scavenger","2019-03-17","2019-03-14",NA,0.12
"OS","MS","High","Scavenger","2019-04-21","2019-04-21","ND",0
"OS","MS","High","Scavenger","2019-04-21","2019-04-21","PD",1
"OS","MS","High","Scavenger","2019-04-21","2019-04-21","PY",0
"OS","MS","High","Scavenger","2019-04-21","2019-04-21",NA,0
"OS","MS","High","Scavenger","2019-05-05","2019-05-06","ND",0
"OS","MS","High","Scavenger","2019-05-05","2019-05-06","PD",0.81
"OS","MS","High","Scavenger","2019-05-05","2019-05-06","PY",0
"OS","MS","High","Scavenger","2019-05-05","2019-05-06",NA,0
"OS","MS","High","Scavenger","2019-06-02","2019-06-02","ND",0.06
"OS","MS","High","Scavenger","2019-06-02","2019-06-02","PD",1.31
"OS","MS","High","Scavenger","2019-06-02","2019-06-02","PY",0.06
"OS","MS","High","Scavenger","2019-06-02","2019-06-02",NA,0.06
"OS","MS","High","Scavenger","2019-07-21","2019-07-21","ND",0.13
"OS","MS","High","Scavenger","2019-07-21","2019-07-21","PD",0.88
"OS","MS","High","Scavenger","2019-07-21","2019-07-21","PY",0
"OS","MS","High","Scavenger","2019-07-21","2019-07-21",NA,0.13
"OS","MS","High","Scavenger","2020-07-19","2020-07-22","ND",0.13
"OS","MS","High","Scavenger","2020-07-19","2020-07-22","PD",1.08
"OS","MS","High","Scavenger","2020-07-19","2020-07-22","PY",0
"OS","MS","High","Scavenger","2020-07-19","2020-07-22",NA,0.12
"OS","MS","High","Scavenger","2021-07-18","2021-07-21","ND",0
"OS","MS","High","Scavenger","2021-07-18","2021-07-21","PD",1.73
"OS","MS","High","Scavenger","2021-07-18","2021-07-21","PY",0
"OS","MS","High","Scavenger","2021-07-18","2021-07-21",NA,0.12
"OS","REF","Reference","Herbivore","2019-04-21","2019-04-22","ND",0
"OS","REF","Reference","Herbivore","2019-04-21","2019-04-22","PD",1.44
"OS","REF","Reference","Herbivore","2019-04-21","2019-04-22","PY",0.12
"OS","REF","Reference","Herbivore","2019-04-21","2019-04-22",NA,0.06
"OS","REF","Reference","Herbivore","2019-05-05","2019-05-08","ND",0
"OS","REF","Reference","Herbivore","2019-05-05","2019-05-08","PD",0.93
"OS","REF","Reference","Herbivore","2019-05-05","2019-05-08","PY",0.06
"OS","REF","Reference","Herbivore","2019-05-05","2019-05-08",NA,0.12
"OS","REF","Reference","Herbivore","2019-06-02","2019-06-02","ND",0
"OS","REF","Reference","Herbivore","2019-06-02","2019-06-02","PD",1.95
"OS","REF","Reference","Herbivore","2019-06-02","2019-06-02","PY",0.06
"OS","REF","Reference","Herbivore","2019-06-02","2019-06-02",NA,0.06
"OS","REF","Reference","Herbivore","2019-07-21","2019-07-21","ND",0
"OS","REF","Reference","Herbivore","2019-07-21","2019-07-21","PD",1.31
"OS","REF","Reference","Herbivore","2019-07-21","2019-07-21","PY",0
"OS","REF","Reference","Herbivore","2019-07-21","2019-07-21",NA,0.06
"OS","REF","Reference","Herbivore","2020-07-19","2020-07-22","ND",0
"OS","REF","Reference","Herbivore","2020-07-19","2020-07-22","PD",0.94
"OS","REF","Reference","Herbivore","2020-07-19","2020-07-22","PY",0
"OS","REF","Reference","Herbivore","2020-07-19","2020-07-22",NA,0.06
"OS","REF","Reference","Herbivore","2021-07-18","2021-07-21","ND",0
"OS","REF","Reference","Herbivore","2021-07-18","2021-07-21","PD",2
"OS","REF","Reference","Herbivore","2021-07-18","2021-07-21","PY",0
"OS","REF","Reference","Herbivore","2021-07-18","2021-07-21",NA,0.06
"WP","CH","Low","Herbivore","2019-03-17","2019-03-14","ND",0
"WP","CH","Low","Herbivore","2019-03-17","2019-03-14","PD",1.01
"WP","CH","Low","Herbivore","2019-03-17","2019-03-14","PY",0
"WP","CH","Low","Herbivore","2019-03-17","2019-03-14",NA,0.24
"WP","CH","Low","Herbivore","2019-04-21","2019-04-21","ND",0
"WP","CH","Low","Herbivore","2019-04-21","2019-04-21","PD",1.06
"WP","CH","Low","Herbivore","2019-04-21","2019-04-21","PY",0
"WP","CH","Low","Herbivore","2019-04-21","2019-04-21",NA,0.49
"WP","CH","Low","Herbivore","2019-05-05","2019-05-06","ND",0
"WP","CH","Low","Herbivore","2019-05-05","2019-05-06","PD",1.13
"WP","CH","Low","Herbivore","2019-05-05","2019-05-06","PY",0
"WP","CH","Low","Herbivore","2019-05-05","2019-05-06",NA,0.31
"WP","CH","Low","Herbivore","2019-06-02","2019-06-02","ND",0
"WP","CH","Low","Herbivore","2019-06-02","2019-06-02","PD",1.39
"WP","CH","Low","Herbivore","2019-06-02","2019-06-02","PY",0
"WP","CH","Low","Herbivore","2019-06-02","2019-06-02",NA,0.5
"WP","CH","Low","Herbivore","2019-07-21","2019-07-21","ND",0
"WP","CH","Low","Herbivore","2019-07-21","2019-07-21","PD",0.5
"WP","CH","Low","Herbivore","2019-07-21","2019-07-21","PY",0.06
"WP","CH","Low","Herbivore","2019-07-21","2019-07-21",NA,0.87
"WP","CH","Low","Herbivore","2020-07-19","2020-07-22","ND",0
"WP","CH","Low","Herbivore","2020-07-19","2020-07-22","PD",0.82
"WP","CH","Low","Herbivore","2020-07-19","2020-07-22","PY",0.06
"WP","CH","Low","Herbivore","2020-07-19","2020-07-22",NA,0.13
"WP","CH","Low","Herbivore","2021-07-18","2021-07-21","ND",0
"WP","CH","Low","Herbivore","2021-07-18","2021-07-21","PD",1.11
"WP","CH","Low","Herbivore","2021-07-18","2021-07-21","PY",0.12
"WP","CH","Low","Herbivore","2021-07-18","2021-07-21",NA,0.69
"WP","CO","Low","Open","2019-03-17","2019-03-14","ND",0.07
"WP","CO","Low","Open","2019-03-17","2019-03-14","PD",0.74
"WP","CO","Low","Open","2019-03-17","2019-03-14","PY",0
"WP","CO","Low","Open","2019-03-17","2019-03-14",NA,0.07
"WP","CO","Low","Open","2019-04-21","2019-04-21","ND",0
"WP","CO","Low","Open","2019-04-21","2019-04-21","PD",0.94
"WP","CO","Low","Open","2019-04-21","2019-04-21","PY",0
"WP","CO","Low","Open","2019-04-21","2019-04-21",NA,0.12
"WP","CO","Low","Open","2019-05-05","2019-05-06","ND",0
"WP","CO","Low","Open","2019-05-05","2019-05-06","PD",0.81
"WP","CO","Low","Open","2019-05-05","2019-05-06","PY",0
"WP","CO","Low","Open","2019-05-05","2019-05-06",NA,0.24
"WP","CO","Low","Open","2019-06-02","2019-06-02","ND",0.19
"WP","CO","Low","Open","2019-06-02","2019-06-02","PD",1.05
"WP","CO","Low","Open","2019-06-02","2019-06-02","PY",0
"WP","CO","Low","Open","2019-06-02","2019-06-02",NA,0.12
"WP","CO","Low","Open","2019-07-21","2019-07-21","ND",0.38
"WP","CO","Low","Open","2019-07-21","2019-07-21","PD",0.75
"WP","CO","Low","Open","2019-07-21","2019-07-21","PY",0.06
"WP","CO","Low","Open","2019-07-21","2019-07-21",NA,0.13
"WP","CO","Low","Open","2020-07-19","2020-07-22","ND",0.06
"WP","CO","Low","Open","2020-07-19","2020-07-22","PD",0.75
"WP","CO","Low","Open","2020-07-19","2020-07-22","PY",0
"WP","CO","Low","Open","2020-07-19","2020-07-22",NA,0.12
"WP","CO","Low","Open","2021-07-18","2021-07-21","ND",0.06
"WP","CO","Low","Open","2021-07-18","2021-07-21","PD",1.13
"WP","CO","Low","Open","2021-07-18","2021-07-21","PY",0.06
"WP","CO","Low","Open","2021-07-18","2021-07-21",NA,0.49
"WP","CS","Low","Scavenger","2019-03-17","2019-03-14","ND",0
"WP","CS","Low","Scavenger","2019-03-17","2019-03-14","PD",0.5
"WP","CS","Low","Scavenger","2019-03-17","2019-03-14","PY",0
"WP","CS","Low","Scavenger","2019-03-17","2019-03-14",NA,0.41
"WP","CS","Low","Scavenger","2019-04-21","2019-04-21","ND",0
"WP","CS","Low","Scavenger","2019-04-21","2019-04-21","PD",1.38
"WP","CS","Low","Scavenger","2019-04-21","2019-04-21","PY",0
"WP","CS","Low","Scavenger","2019-04-21","2019-04-21",NA,0.06
"WP","CS","Low","Scavenger","2019-05-05","2019-05-06","ND",0.06
"WP","CS","Low","Scavenger","2019-05-05","2019-05-06","PD",1.13
"WP","CS","Low","Scavenger","2019-05-05","2019-05-06","PY",0
"WP","CS","Low","Scavenger","2019-05-05","2019-05-06",NA,0.38
"WP","CS","Low","Scavenger","2019-06-02","2019-06-02","ND",0.06
"WP","CS","Low","Scavenger","2019-06-02","2019-06-02","PD",1.62
"WP","CS","Low","Scavenger","2019-06-02","2019-06-02","PY",0
"WP","CS","Low","Scavenger","2019-06-02","2019-06-02",NA,0
"WP","CS","Low","Scavenger","2019-07-21","2019-07-21","ND",0.44
"WP","CS","Low","Scavenger","2019-07-21","2019-07-21","PD",0.75
"WP","CS","Low","Scavenger","2019-07-21","2019-07-21","PY",0.13
"WP","CS","Low","Scavenger","2019-07-21","2019-07-21",NA,0.13
"WP","CS","Low","Scavenger","2020-07-19","2020-07-22","ND",0
"WP","CS","Low","Scavenger","2020-07-19","2020-07-22","PD",0.57
"WP","CS","Low","Scavenger","2020-07-19","2020-07-22","PY",0
"WP","CS","Low","Scavenger","2020-07-19","2020-07-22",NA,0.19
"WP","CS","Low","Scavenger","2021-07-18","2021-07-21","ND",0
"WP","CS","Low","Scavenger","2021-07-18","2021-07-21","PD",1.11
"WP","CS","Low","Scavenger","2021-07-18","2021-07-21","PY",0
"WP","CS","Low","Scavenger","2021-07-18","2021-07-21",NA,0.31
"WP","MH","High","Herbivore","2019-03-17","2019-03-14","ND",0.06
"WP","MH","High","Herbivore","2019-03-17","2019-03-14","PD",1.13
"WP","MH","High","Herbivore","2019-03-17","2019-03-14","PY",0
"WP","MH","High","Herbivore","2019-03-17","2019-03-14",NA,0.18
"WP","MH","High","Herbivore","2019-04-21","2019-04-21","ND",0
"WP","MH","High","Herbivore","2019-04-21","2019-04-21","PD",1.05
"WP","MH","High","Herbivore","2019-04-21","2019-04-21","PY",0
"WP","MH","High","Herbivore","2019-04-21","2019-04-21",NA,0.31
"WP","MH","High","Herbivore","2019-05-05","2019-05-06","ND",0
"WP","MH","High","Herbivore","2019-05-05","2019-05-06","PD",0.75
"WP","MH","High","Herbivore","2019-05-05","2019-05-06","PY",0
"WP","MH","High","Herbivore","2019-05-05","2019-05-06",NA,0.31
"WP","MH","High","Herbivore","2019-06-02","2019-06-02","ND",0.06
"WP","MH","High","Herbivore","2019-06-02","2019-06-02","PD",0.68
"WP","MH","High","Herbivore","2019-06-02","2019-06-02","PY",0.06
"WP","MH","High","Herbivore","2019-06-02","2019-06-02",NA,0.37
"WP","MH","High","Herbivore","2019-07-21","2019-07-21","ND",0.31
"WP","MH","High","Herbivore","2019-07-21","2019-07-21","PD",0.3
"WP","MH","High","Herbivore","2019-07-21","2019-07-21","PY",0.06
"WP","MH","High","Herbivore","2019-07-21","2019-07-21",NA,0.62
"WP","MH","High","Herbivore","2020-07-19","2020-07-22","ND",0.25
"WP","MH","High","Herbivore","2020-07-19","2020-07-22","PD",0.94
"WP","MH","High","Herbivore","2020-07-19","2020-07-22","PY",0
"WP","MH","High","Herbivore","2020-07-19","2020-07-22",NA,0
"WP","MH","High","Herbivore","2021-07-18","2021-07-21","ND",0.25
"WP","MH","High","Herbivore","2021-07-18","2021-07-21","PD",1.62
"WP","MH","High","Herbivore","2021-07-18","2021-07-21","PY",0.06
"WP","MH","High","Herbivore","2021-07-18","2021-07-21",NA,0.24
"WP","MO","High","Open","2019-03-17","2019-03-14","ND",0
"WP","MO","High","Open","2019-03-17","2019-03-14","PD",1.01
"WP","MO","High","Open","2019-03-17","2019-03-14","PY",0
"WP","MO","High","Open","2019-03-17","2019-03-14",NA,0.12
"WP","MO","High","Open","2019-04-21","2019-04-21","ND",0
"WP","MO","High","Open","2019-04-21","2019-04-21","PD",0.68
"WP","MO","High","Open","2019-04-21","2019-04-21","PY",0
"WP","MO","High","Open","2019-04-21","2019-04-21",NA,0.44
"WP","MO","High","Open","2019-05-05","2019-05-06","ND",0
"WP","MO","High","Open","2019-05-05","2019-05-06","PD",0.61
"WP","MO","High","Open","2019-05-05","2019-05-06","PY",0
"WP","MO","High","Open","2019-05-05","2019-05-06",NA,0.45
"WP","MO","High","Open","2019-06-02","2019-06-02","ND",0.13
"WP","MO","High","Open","2019-06-02","2019-06-02","PD",1.25
"WP","MO","High","Open","2019-06-02","2019-06-02","PY",0.06
"WP","MO","High","Open","2019-06-02","2019-06-02",NA,0.19
"WP","MO","High","Open","2019-07-21","2019-07-21","ND",0.44
"WP","MO","High","Open","2019-07-21","2019-07-21","PD",0.75
"WP","MO","High","Open","2019-07-21","2019-07-21","PY",0
"WP","MO","High","Open","2019-07-21","2019-07-21",NA,0.06
"WP","MO","High","Open","2020-07-19","2020-07-22","ND",0
"WP","MO","High","Open","2020-07-19","2020-07-22","PD",1.26
"WP","MO","High","Open","2020-07-19","2020-07-22","PY",0
"WP","MO","High","Open","2020-07-19","2020-07-22",NA,0.06
"WP","MO","High","Open","2021-07-18","2021-07-21","ND",0.06
"WP","MO","High","Open","2021-07-18","2021-07-21","PD",1.49
"WP","MO","High","Open","2021-07-18","2021-07-21","PY",0.25
"WP","MO","High","Open","2021-07-18","2021-07-21",NA,0.24
"WP","MS","High","Scavenger","2019-03-17","2019-03-14","ND",0.06
"WP","MS","High","Scavenger","2019-03-17","2019-03-14","PD",0.64
"WP","MS","High","Scavenger","2019-03-17","2019-03-14","PY",0
"WP","MS","High","Scavenger","2019-03-17","2019-03-14",NA,0.12
"WP","MS","High","Scavenger","2019-04-21","2019-04-21","ND",0
"WP","MS","High","Scavenger","2019-04-21","2019-04-21","PD",0.37
"WP","MS","High","Scavenger","2019-04-21","2019-04-21","PY",0
"WP","MS","High","Scavenger","2019-04-21","2019-04-21",NA,0.55
"WP","MS","High","Scavenger","2019-05-05","2019-05-06","ND",0.06
"WP","MS","High","Scavenger","2019-05-05","2019-05-06","PD",0.86
"WP","MS","High","Scavenger","2019-05-05","2019-05-06","PY",0
"WP","MS","High","Scavenger","2019-05-05","2019-05-06",NA,0.38
"WP","MS","High","Scavenger","2019-06-02","2019-06-02","ND",0.06
"WP","MS","High","Scavenger","2019-06-02","2019-06-02","PD",0.98
"WP","MS","High","Scavenger","2019-06-02","2019-06-02","PY",0
"WP","MS","High","Scavenger","2019-06-02","2019-06-02",NA,0.57
"WP","MS","High","Scavenger","2019-07-21","2019-07-21","ND",0.12
"WP","MS","High","Scavenger","2019-07-21","2019-07-21","PD",0.74
"WP","MS","High","Scavenger","2019-07-21","2019-07-21","PY",0
"WP","MS","High","Scavenger","2019-07-21","2019-07-21",NA,0.37
"WP","MS","High","Scavenger","2020-07-19","2020-07-22","ND",0.25
"WP","MS","High","Scavenger","2020-07-19","2020-07-22","PD",0.94
"WP","MS","High","Scavenger","2020-07-19","2020-07-22","PY",0
"WP","MS","High","Scavenger","2020-07-19","2020-07-22",NA,0.06
"WP","MS","High","Scavenger","2021-07-18","2021-07-21","ND",0.12
"WP","MS","High","Scavenger","2021-07-18","2021-07-21","PD",1.42
"WP","MS","High","Scavenger","2021-07-18","2021-07-21","PY",0
"WP","MS","High","Scavenger","2021-07-18","2021-07-21",NA,0.25
"WP","REF","Reference","Herbivore","2019-04-21","2019-04-22","ND",0.14
"WP","REF","Reference","Herbivore","2019-04-21","2019-04-22","PD",3.02
"WP","REF","Reference","Herbivore","2019-04-21","2019-04-22","PY",0
"WP","REF","Reference","Herbivore","2019-04-21","2019-04-22",NA,0.52
"WP","REF","Reference","Herbivore","2019-05-05","2019-05-08","ND",0
"WP","REF","Reference","Herbivore","2019-05-05","2019-05-08","PD",1.56
"WP","REF","Reference","Herbivore","2019-05-05","2019-05-08","PY",0
"WP","REF","Reference","Herbivore","2019-05-05","2019-05-08",NA,0.25
"WP","REF","Reference","Herbivore","2019-06-02","2019-06-02","ND",0
"WP","REF","Reference","Herbivore","2019-06-02","2019-06-02","PD",1.38
"WP","REF","Reference","Herbivore","2019-06-02","2019-06-02","PY",0
"WP","REF","Reference","Herbivore","2019-06-02","2019-06-02",NA,0.18
"WP","REF","Reference","Herbivore","2019-07-21","2019-07-21","ND",0
"WP","REF","Reference","Herbivore","2019-07-21","2019-07-21","PD",0.75
"WP","REF","Reference","Herbivore","2019-07-21","2019-07-21","PY",0.06
"WP","REF","Reference","Herbivore","2019-07-21","2019-07-21",NA,0.44
"WP","REF","Reference","Herbivore","2020-07-19","2020-07-22","ND",0
"WP","REF","Reference","Herbivore","2020-07-19","2020-07-22","PD",0.94
"WP","REF","Reference","Herbivore","2020-07-19","2020-07-22","PY",0
"WP","REF","Reference","Herbivore","2020-07-19","2020-07-22",NA,0.06
"WP","REF","Reference","Herbivore","2021-07-18","2021-07-21","ND",0.06
"WP","REF","Reference","Herbivore","2021-07-18","2021-07-21","PD",1.62
"WP","REF","Reference","Herbivore","2021-07-18","2021-07-21","PY",0
"WP","REF","Reference","Herbivore","2021-07-18","2021-07-21",NA,0.56
